10:05:12:215,MESSAGE,Transfer Start Hole Item datas...
10:05:12:574,MESSAGE,Transfer End Hole Item datas...[Hole count : 18]
10:05:15:694,EVENT,Changed Apply All Marking is FALSE from TRUE
10:05:15:694,MESSAGE,Transfer Start Hole Item datas...
10:05:15:975,MESSAGE,Transfer End Hole Item datas...[Hole count : 18]
10:05:17:675,EVENT,Changed Apply All Marking is FALSE from TRUE
10:05:17:675,MESSAGE,Transfer Start Hole Item datas...
10:05:18:237,MESSAGE,Transfer End Hole Item datas...[Hole count : 18]
10:05:30:280,EVENT,Open recipe is D:\NEWRUN\recipe\경산 250 3.rcp for Working
10:05:30:311,MESSAGE,Transfer Start Hole Item datas...
10:05:30:607,MESSAGE,Transfer End Hole Item datas...[Hole count : 18]
10:05:36:426,EVENT,Changed Apply All Marking is FALSE from TRUE
10:05:36:426,MESSAGE,Transfer Start Hole Item datas...
10:05:36:707,MESSAGE,Transfer End Hole Item datas...[Hole count : 18]
10:43:26:261,EVENT,레시피 menu button clicked.
10:43:30:629,EVENT,Load file is RECIPE NAME
10:43:46:713,EVENT,Open recipe is D:\NEWRUN\recipe\경산 200 1+2.rcp
10:43:49:318,EVENT,Remove recipe is D:\NEWRUN\recipe\경산 200 1+2.rcp
10:43:51:736,EVENT,Open recipe is D:\NEWRUN\recipe\경산 200 3.rcp
10:43:52:594,EVENT,Remove recipe is D:\NEWRUN\recipe\경산 200 3.rcp
10:43:54:217,EVENT,Open recipe is D:\NEWRUN\recipe\경산 200 4.rcp
10:43:54:981,EVENT,Remove recipe is D:\NEWRUN\recipe\경산 200 4.rcp
10:43:56:603,EVENT,Open recipe is D:\NEWRUN\recipe\경산 250 1.rcp
10:43:57:539,EVENT,Remove recipe is D:\NEWRUN\recipe\경산 250 1.rcp
10:43:59:099,EVENT,Open recipe is D:\NEWRUN\recipe\경산 250 2.rcp
10:44:00:051,EVENT,Remove recipe is D:\NEWRUN\recipe\경산 250 2.rcp
10:44:01:502,EVENT,Open recipe is D:\NEWRUN\recipe\경산 250 3.rcp
10:44:05:901,EVENT,Open recipe is D:\NEWRUN\recipe\경산 250 4.rcp
10:44:06:650,EVENT,Remove recipe is D:\NEWRUN\recipe\경산 250 4.rcp
10:44:08:881,EVENT,Open recipe is D:\NEWRUN\recipe\경산 300 2.rcp
10:44:09:676,EVENT,Remove recipe is D:\NEWRUN\recipe\경산 300 2.rcp
10:44:11:642,EVENT,Open recipe is D:\NEWRUN\recipe\경산 300 6.rcp
10:44:12:562,EVENT,Remove recipe is D:\NEWRUN\recipe\경산 300 6.rcp
10:44:14:559,EVENT,Open recipe is D:\NEWRUN\recipe\경주루지 2차 500 5.rcp
10:44:15:526,EVENT,Remove recipe is D:\NEWRUN\recipe\경주루지 2차 500 5.rcp
10:44:29:800,EVENT,Load file is RECIPE NAME
10:44:32:811,EVENT,Save recipe is C:\Users\NUVO-4022\Desktop\경산공장\경산 250 125\경산 250 5.txt
10:44:33:685,EVENT,운전화면 menu button clicked.
10:44:36:773,EVENT,Open recipe is D:\NEWRUN\recipe\경산 250 5.rcp for Working
10:44:36:789,MESSAGE,Transfer Start Hole Item datas...
10:44:37:085,MESSAGE,Transfer End Hole Item datas...[Hole count : 18]
10:44:39:332,EVENT,Changed Apply All Marking is FALSE from TRUE
10:44:39:332,MESSAGE,Transfer Start Hole Item datas...
10:44:39:675,MESSAGE,Transfer End Hole Item datas...[Hole count : 18]
10:57:26:292,EVENT,레시피 menu button clicked.
10:57:29:614,EVENT,Load file is RECIPE NAME
